numunitid,obsval,source_code_description,description,target,predicted_source_code_description
268,11267,Bone DXA Calcaneus [T-score] Bone density,T-score,1.0,
1769,11246,trillion per liter,x 10^12/,179.0,
2258,10866,milliliter per minute per 1.73 square meter,ml/min(cor,93.0,
7145,10765,risk,QRISK,166.0,
2799,10765,billion per liter,10*9/,7.0,
1128,10747,score,AUDIT C Alcohol Score,167.0,
1863,10687,centimeter,centimetres,11.0,
1161,10594,microgram of fibrinogen equivalent unit per milliliter,ug/mlFEU,59.0,
954,10544,per year,/yr,151.0,
2863,10477,score,/47,167.0,
2139,10415,millimeter per hour,mm per hour,97.0,
7344,10116,percent,%predicted,152.0,
1007,9950,copies per milliliter,cpy/mL,15.0,
1625,9816,microgram per liter,MICROGRAM/L,63.0,
750,9735,unit,{units},180.0,
6289,9571,per square meter,per metre square,148.0,
325,9534,degree,deg,20.0,
22,9524,score,/26,167.0,
1180,9429,liter per minute,LIT/MIN,52.0,
190,9376,milligram per millimole of creatinine,mg/mmolcreat,87.0,
2286,9207,nanogram of fibrinogen equivalent unit per milliliter,ng/mLFEU,122.0,
1697,9067,percent,Hb. A1C 7-10% - borderline,152.0,
7144,8942,per 24 hours,/ day,134.0,
1870,8856,international unit per liter,H IU/L,40.0,
1260,8634,per cubic millimeter,/cu mm,136.0,
899,8621,nanomole per mole,nmol/mmol,129.0,
22121,8612,billion per liter,%  x10^9/l,7.0,
1965,8484,score,/41,167.0,
932,8446,milligram per 24 hours,mg/d,80.0,
2682,8424,per 24 hours,Cig/Dy,134.0,
1321,8390,unit per milliliter,MPL U/ml,185.0,
969,8277,per 24 hours,times per day,134.0,
1104,8246,microgram per liter,microgrms/l,63.0,
2411,8117,unit per liter,Units/litre,184.0,
2395,8088,millimole per liter,mmol/litre,101.0,
1917,8065,per 24 hours,qty/day,134.0,
72,8041,billion per liter,10'9/l,7.0,
3968,7997,parts per million,parts/mill,131.0,
1567,7958,per 24 hours,/day(Ex-smok),134.0,
6484,7869,nanogram of fibrinogen equivalent unit per milliliter,ng/mL FEU,122.0,
915,7650,billion per liter,* 10^9/l,7.0,
733,7552,percent,Hb. A1C < 7% - good control,152.0,
1453,7491,million per milliliter,million/ml,111.0,
1751,7488,degree Celsius,deg centigrade,21.0,
1372,7446,unit per milliliter,gpl-u/ml,185.0,
2361,7439,micromole per mole of hemoglobin,umol/mol(Hb),74.0,
1139,7402,per cubic millimeter,/mm3,136.0,
2571,7397,microgram of fibrinogen equivalent unit per liter,ugFEU/L,58.0,
2547,7378,per year,per yr,151.0,
387,7373,milli-international unit per milliliter,m[iU]/mL,77.0,
356,7329,gram per 24 hours,g/Day,27.0,
1454,7258,score,/45,167.0,
1132,7251,trillion per liter,x10\S\12/L,179.0,
2355,7219,milligram per millimole of creatinine,mg/mmol creatinin,87.0,
1083,7053,trillion per liter,* 10^12/L,179.0,
1891,7051,milliosmole per kilogram,mOs/Kg,113.0,
8,7035,score,/-2,167.0,
1325,6862,mole per kilogram,mol/kg,118.0,
672,6779,millimole,mmols,98.0,
2604,6728,gram per square centimeter,g/cm2,32.0,
409,6548,unit per liter,U//L,184.0,
71,6518,trillion per liter,10'12/l,179.0,
796,6491,nanomole per 24 hours,nmol/24hrs,127.0,
1856,6477,kilogram per square meter,BMI 25-29 - overweight,46.0,
1698,6473,multiple of the median,MoMs,121.0,
2064,6465,liter per minute,L.min,52.0,
1712,6462,score,/50,167.0,
1398,6459,percent,%@37DegC,152.0,
870,6233,score,/1.5,167.0,
766,6207,per year,/year (3rd party help),151.0,
362,6202,picomole,pmol,162.0,
2215,6195,microgram of fibrinogen equivalent unit per milliliter,ug FEU/ml,59.0,
4470,6168,micromole per liter,UMOLL,70.0,
1905,6080,percent,% HbA0,152.0,
871,6061,gram per 24 hours,g/24hr,27.0,
3058,6056,percent,CV,152.0,
3142,6017,millimole per liter,mmols/L,101.0,
5741,5966,millimeter per hour,mm/1st Hr.,97.0,
1644,5960,gram per millimole,g/mmol,30.0,
4281,5897,per hundred,centile,139.0,
1676,5883,million per milliliter,x10^6/ml,111.0,
804,5872,score,/12 (5+ signficant),167.0,
6635,5866,billion per liter,x 10 ^9/l,7.0,
6580,5819,billion per liter,x10 9/1,7.0,
764,5802,minute,minute,117.0,
1235,5801,million per microliter,x10\S\6/microlitre,110.0,
2994,5653,billion per liter,*10^9/1,7.0,
6631,5630,billion per liter,x 10 ^ 9/l,7.0,
275,5503,unit per 24 hours,u/day,182.0,
4820,5481,percent,%sat,152.0,
1897,5413,nanogram per milliliter,nanogrms/ml,125.0,
1525,5402,million,10*6,107.0,
1189,5395,million per liter,x 10^6/l,109.0,
1341,5385,score,risk/16,167.0,
1515,5373,milligram per millimole of creatinine,mg/mmolC,87.0,
201,5294,milliliter per 24 hours,ml/24h,89.0,
2280,5292,millimole per millimole of creatinine,mmol/mmol(creat),103.0,
1788,5281,per kilogram body weight,/kg(body wt),140.0,
2899,5277,milligram per 24 hours,Mg. daily,80.0,
1190,5240,gram per liter,grms/l,29.0,
2179,5170,milliliter per minute per 1.73 square meter,mL/mn/1.73sm,93.0,
1684,5133,liter per minute,li/min,52.0,
872,5129,micromole per 24 hours,umol/24hrs,69.0,
837,4964,per trillion,x10^12/,149.0,
777,4956,meter,meters,54.0,
914,4953,per million,x10^6,144.0,
2977,4933,calculated,(Calculate,9.0,
2294,4621,milliliter per minute,ml/minute,91.0,
2193,4560,degree,deg.,20.0,
3444,4552,percent,O/E - weight 10-20% over ideal,152.0,
1714,4549,million per milliliter,10^6/ml,111.0,
3671,4444,millimole per liter,Blood glucose 2.5-4.9 mmol/L,101.0,
2217,4430,kilogram per square meter,wt/ht2,46.0,
2367,4400,score,/21 Anxiety,167.0,
18,4399,score,/21 Depression,167.0,
3466,4359,percent,O/E - weight > 20% over ideal,152.0,
2629,4351,percent,% Pred FEV1,152.0,
3659,4308,millimole per liter,Blood glucose 5-6.9 mmol/L,101.0,
7067,4273,trillion per liter,x 10?'12/l,179.0,
877,4251,milligram per milligram,mg/mg,84.0,
1865,4223,micromole per liter,ummol/L,70.0,
2582,4176,score,Scale 0-30,167.0,
1108,4133,microgram per deciliter,ug/dL,60.0,
1413,4121,percent,% normal,152.0,
1258,4081,degree Celsius,deg/C,21.0,
2323,4048,per 24 hours,per 24hour,134.0,
2766,3966,percent,O/E - weight within 10% ideal,152.0,
1926,3891,liter,lts,50.0,
1232,3883,percent,% of PEFR,152.0,
2855,3865,picomole per liter,pmolL,163.0,
15,3803,score,/19,167.0,
630,3741,micromole per mole of hemoglobin,umol/mol Hb,74.0,
2210,3721,micromole per millimole,umol/mmol,71.0,
1062,3702,degree Celsius,deg. C.,21.0,
4118,3676,billion per liter,10/9 l(5%),7.0,
2792,3649,score,/36,167.0,
1501,3614,score,35,167.0,
4144,3584,billion per liter,10/9 l(1%),7.0,
4134,3554,billion per liter,10/9 l(3%),7.0,
1507,3510,per trillion,x10*12/,149.0,
1449,3474,million per milliliter,x10*6/ml,111.0,
3003,3444,trillion,10*12,177.0,
2051,3360,international unit per liter,IU/1,40.0,
1517,3359,milligram per millimole of creatinine,mg/mmolCr,87.0,
2218,3355,score,Total FAST score,167.0,
1349,3315,degree Fahrenheit,degrees F,22.0,
4548,3303,unit per liter,U/L@37,184.0,
1859,3283,kilogram per square meter,Body mass index 30+ - obesity,46.0,
1727,3279,percent,% predicted,152.0,
2418,3226,ratio,Total cholesterol:HDL ratio,165.0,
1378,3204,percent,% normal forms,152.0,
4130,3201,billion per liter,10/9 l(0%),7.0,
7082,3189,billion per liter,10/9 l(18%),7.0,
417,3156,international unit per deciliter,[iU]/dL,39.0,
7083,3143,billion per liter,10/9 l(74%),7.0,
1673,3124,million,million,107.0,
2375,3059,nanomole,nmol,126.0,
810,3024,centimeter,cms.,11.0,
2857,3018,microgram of fibrinogen equivalent unit per milliliter,ug/ml FEU,59.0,
1443,2998,score,/29,167.0,
286,2987,micromole per mole of hemoglobin,umol/mol{Hb},74.0,
6372,2973,score,PHQ score,167.0,
2728,2911,per 24 hours,/day (Ex),134.0,
3554,2901,percent,Hb. A1C > 10% - bad control,152.0,
3815,2878,milliliter per minute per 1.73 meter,mls/min/1.73m,92.0,
1925,2809,nanomole per liter,nanomoles/l,128.0,
1284,2788,micromole per minute,umol/min,72.0,
2573,2785,nanogram per deciliter,ng/dL,123.0,
1894,2760,kilogram per square meter,KG/M,46.0,
19,2722,score,/23,167.0,
2204,2717,percent,% bound,152.0,
1798,2661,liter per minute,l/min.,52.0,
1381,2652,score,/18,167.0,
1795,2632,microgram,micrograms,57.0,
1770,2620,milliosmole,mOsmol,112.0,
1052,2607,score,AUDIT score,167.0,
2303,2595,degree Celsius,deg C.,21.0,
850,2585,score,/40 (8+ significant),167.0,
1092,2557,milliliter per 24 hours,ml/24hr,89.0,
1057,2550,centimeter,cm.,11.0,
958,2549,score,Anxiety Score,167.0,
2852,2501,milliliter per minute per 1.73 square meter,mLmn1.73m2,93.0,
3645,2499,millimole per liter,Blood glucose 7-9.9 mmol/L,101.0,
6585,2486,milligram per millimole of creatinine,mg/mmol (c,87.0,
4315,2459,year,Yrs.,189.0,
2754,2439,score,PHQ-9,167.0,
338,2419,year,y,189.0,
2421,2413,per cubic millimeter,/cmm,136.0,
22107,2386,billion per liter,10/9 l      l,7.0,
888,2380,heartbeat,Beats per min,34.0,
1129,2323,million per liter,10*6L,109.0,
4680,2262,score,Score out of 21,167.0,
6947,2259,per year,/years,151.0,
2142,2252,nanomole per liter,nmolL,128.0,
1008,2229,degree Celsius,^C,21.0,
1438,2218,kilogram per square meter,kg/m*m,46.0,
2630,2216,ratio,APTT RATIO,165.0,
1748,2192,percent,%HbA1c,152.0,
6789,2174,percent,% of predicted,152.0,
985,2173,international unit per 24 hours,iu/d,38.0,
2976,2114,per billion,x10 9,135.0,
2072,2113,microgram,ug,57.0,
4477,2110,parts per million,part/million,131.0,
1724,2064,kilocalorie,Kcal,43.0,
1209,2048,millimeter mercury column,mm.Hg,96.0,
1623,2045,micromole per 24 hours,UMOL/24 HRS,69.0,
6427,2012,percent,% Haemoglobin,152.0,
1613,2006,millimole per liter,mmo1/1,101.0,
1717,1984,gram,grms,26.0,
3494,1970,millimole per liter,Blood glucose 10-13.9 mmol/L,101.0,
1862,1940,percent,% of normal,152.0,
1877,1916,picomole,picmoles,162.0,
4166,1851,milliliter per minute per 1.73 square meter,mL/min/1.73 sq.m,93.0,
2952,1849,milligram per 24 hours,mg/24h,80.0,
6573,1836,trillion per liter,x10 12/1,179.0,
1833,1830,centimeter,cm's,11.0,
794,1827,millimole per 24 hours,mmol/24hrs,99.0,
1214,1811,femtoliter,f1,24.0,
2384,1795,score,PHQ9,167.0,
6568,1738,picomole per liter,picom/l,163.0,
1554,1719,liter per minute,lt/min,52.0,
2326,1713,gram per liter,g/l (by scanning),29.0,
1070,1673,per minute,per minute,145.0,
1706,1673,microgram per liter,ug/l (PRC),63.0,
3005,1660,liter,liter,50.0,
1848,1653,unit per week,units/weeks,186.0,
1828,1637,percent,RBC?'s %,152.0,
1442,1596,score,/ 12,167.0,
1244,1592,nanomole per liter,nmols/l,128.0,
2423,1561,score,/32,167.0,
4775,1520,percent,% satn.,152.0,
3411,1520,percent,%(DCCT),152.0,
2814,1498,percent,%(A?+B>50),152.0,
1998,1492,microgram per liter,ug/1,63.0,
4853,1445,micromole per mole,micromol/mol,73.0,
1023,1443,nanomole per 24 hours,nmol/Day,127.0,
948,1442,score,- AUDIT alcohol score,167.0,
1118,1397,liter per minute,litres per min,52.0,
828,1384,milliliter per kilogram,mL/kg,90.0,
1959,1363,micromole per 24 hours,umol/24 hr,69.0,
1467,1360,percent,L %,152.0,
952,1358,trillion per liter,x 10 ^12/l,179.0,
1570,1353,percent,% of total Hb,152.0,
12126,1347,percent,% of predicted normal,152.0,
3015,1297,score,H.A.D. Scale,167.0,
6173,1203,billion per liter,10/9 l(2%),7.0,
2722,1153,gram per 24 hours,gms/day,27.0,
11172,1150,score,HAD score,167.0,
1278,1112,per week,/per week,150.0,
2865,1084,liter per second,lt/sec,53.0,
1300,1082,percent,% Activity,152.0,
43,1080,per 24 hours,/per day,134.0,
1772,1060,gram per 24 hours,grams/day,27.0,
3436,1056,millimole per liter,Blood glucose 14+ mmol/L,101.0,
6492,1032,gram per liter,g/litre,29.0,
3898,1030,micromole per mole of hemoglobin,umol/mol H,74.0,
9667,1020,percent,% TOTAL HGB,152.0,
328,987,nanomole per 24 hours,nmol/24 Hr,127.0,
1901,975,day per week,days per week,19.0,
1818,965,percent,% Saturation,152.0,
1168,956,percent,CV%,152.0,
2668,937,percent,%{A+B>50},152.0,
12155,932,millimeter mercury column,mm Hg.,96.0,
1662,929,percent,%l,152.0,
13715,926,millimeter per hour,"mm/hr ,",97.0,
1934,916,percent,% adherence,152.0,
1144,910,millimeter per hour,mm in 1 hr.,97.0,
5740,908,millimole per liter,mmol/l pre statin,101.0,
1254,854,millimeter per hour,mm/1hr(WES),97.0,
1587,824,millimole per 24 hours,MMOL/24 HR,99.0,
9729,824,millimole per liter,mmol/L (not fasting),101.0,
8565,797,billion per liter,10/9 l(7%),7.0,
13585,784,heartbeat,beats/ min,34.0,
2990,770,percent,DCCT%,152.0,
2882,744,liter per second,L/second,53.0,
1642,733,heartbeat,beats per minute,34.0,
11752,731,percent,% 10yr CHD risk,152.0,
3089,727,milligram per 24 hours,mg daily,80.0,
3125,720,billion,10/9,5.0,
4139,719,billion per liter,10/9 l(6%),7.0,
15844,698,millimole per liter,mmol/L [2,101.0,
4204,684,percent,HbA1 7 - 10% - borderline control,152.0,
4732,674,billion per liter,10/9 l(8%),7.0,
5793,667,degree Celsius,deg.Centigrade,21.0,
2105,656,percent,% TOT LYMPHS,152.0,
1981,606,percent,% of Predicted.,152.0,
2733,574,percent,%(A+B>50),152.0,
7075,570,billion per liter,10/9 l(4%),7.0,
3954,560,percent,% post reverse,152.0,
3542,538,percent,HbA1 < 7% - good control,152.0,
1841,538,score,/11,167.0,
1592,533,millimole per 24 hours,MMOL/24 HRS,99.0,
2837,521,liter per minute,litre/min,52.0,
1787,510,score,/27 points,167.0,
919,497,millimole per 24 hours,mmol/24,99.0,
7073,483,billion per liter,10/9 l(9%),7.0,
1109,474,percent,%SpO2,152.0,
4318,468,percent,per%,152.0,
3746,465,billion per liter,x10^9/l(,7.0,
11060,452,billion per liter,(x10^9/l),7.0,
6191,429,percent,% 10 year CVD risk,152.0,
1361,411,percent,% @37 DegC,152.0,
6221,396,percent,%Total Hb,152.0,
2385,392,microgram of fibrinogen equivalent unit per milliliter,FEU ug/mL,59.0,
12715,384,percent,%ile,152.0,
3498,372,percent,O/E -weight 10-20% below ideal,152.0,
340,361,nanomole per 24 hours,nmol/24hours,127.0,
15506,359,percent,% ;,152.0,
11180,356,percent,% over 10 years,152.0,
6163,352,percent,% Prol recovery,152.0,
1166,351,percent,% predicted pefr,152.0,
1248,336,billion per liter,10/9 l l,7.0,
8663,331,billion per liter,10/9 l(1),7.0,
4330,319,Bodansky unit,Bodansky,0.0,
2821,313,liter per second,litres/second,53.0,
7080,295,billion per liter,10/9 l(10%),7.0,
12227,293,percent,10year%,152.0,
2096,293,billion cells per liter,CELLS 10/9L,6.0,
995,287,percent,% Sat,152.0,
8958,284,gram per liter,g/L by Dens.,29.0,
1473,260,score,/22,167.0,
6215,256,percent,% of total.,152.0,
11132,247,millimole per liter,mmol/l CO,101.0,
6557,244,percent,HbA1 > 10% - bad control,152.0,
2185,230,percent,mg%,152.0,
7081,229,billion per liter,10/9 l(11%),7.0,
10547,227,percent,% risk CVD/10y,152.0,
2046,227,millimole per liter,mmol./l,101.0,
3355,226,nanomole per 24 hours,nmol/24 hours,127.0,
1006,226,degree Celsius,deg Celsius,21.0,
6313,221,millimole per 24 hours,mmol/24 h,99.0,
10939,214,percent,% risk over 10yrs,152.0,
15633,214,millimole per liter,mmol/l (0.4-0.8),101.0,
8911,211,gram per liter,g/ltr,29.0,
17845,210,kilogram per square meter,kg/m3,46.0,
1069,207,liter per second,lit/sec,53.0,
2108,199,percent,%TOT LYMPHS,152.0,
18815,196,kilogram per square meter,kg/m??,46.0,
10555,191,percent,%:,152.0,
7822,190,nanomole per 24 hours,NMOL/24,127.0,
4231,189,percent,O/E -height within 10% average,152.0,
9154,179,percent,% O2 Sat.,152.0,
1860,179,nanomole per 24 hours,nmol/24hour,127.0,
8605,175,billion per liter,10/9 l(27%),7.0,
8560,174,billion per liter,10/9 l(28%),7.0,
1754,169,kilogram per square meter,kg/m*2,46.0,
1054,169,percent,% best pefr,152.0,
13523,168,percent,% better,152.0,
2178,168,percent,% abnormal,152.0,
11323,167,liter per second,litre/sec,53.0,
3346,167,percent,0%-100%,152.0,
2514,164,kilogram,Weight in Kg,45.0,
4402,155,percent,% of Lymph,152.0,
4105,154,billion per liter,10/9 l(21%),7.0,
8571,154,billion per liter,10/9 l(26%),7.0,
8594,149,billion per liter,10/9 l(23%),7.0,
3008,148,percent,% COHb,152.0,
8624,147,billion per liter,10/9 l(30%),7.0,
3906,147,kilogram,WEIGHT IN KILOS,45.0,
2529,146,percent,%pred,152.0,
8602,142,billion per liter,10/9 l(55%),7.0,
8574,142,billion per liter,10/9 l(59%),7.0,
6819,142,percent,% in 10 years,152.0,
6377,141,millimole per liter,MMOL/L (CALC),101.0,
8709,140,billion per liter,10/9 l(29%),7.0,
8695,138,billion per liter,10/9 l(24%),7.0,
22445,137,percent,%  (A+B>50%),152.0,
8578,137,billion per liter,10/9 l(31%),7.0,
8621,137,billion per liter,10/9 l(64%),7.0,
11294,136,percent,% at 1,152.0,
4273,136,score,/12 audit c,167.0,
3042,135,heartbeat,Beats/min.,34.0,
8620,135,billion per liter,10/9 l(61%),7.0,
2591,134,gram per liter,G/L calc,29.0,
4714,133,billion per liter,10/9 l(25%),7.0,
10559,133,gram per liter,g/L by densitometry,29.0,
2645,133,gram,/grams,26.0,
8659,133,billion per liter,10/9 l(12%),7.0,
4112,133,billion per liter,10/9 l(32%),7.0,
8589,130,billion per liter,10/9 l(58%),7.0,
8704,129,billion per liter,10/9 l(34%),7.0,
12135,129,percent,% Sat.,152.0,
6174,129,billion per liter,10/9 l(68%),7.0,
8593,129,billion per liter,10/9 l(65%),7.0,
8866,128,percent,%/10years,152.0,
8724,125,billion per liter,10/9 l(60%),7.0,
7078,124,billion per liter,10/9 l(69%),7.0,
8567,124,billion per liter,10/9 l(33%),7.0,
8569,123,billion per liter,10/9 l(57%),7.0,
8650,121,billion per liter,10/9 l(62%),7.0,
3679,121,percent,O/E - weight > 20% below ideal,152.0,
1864,121,heartbeat,beats/min reg,34.0,
6310,120,nanomole per 24 hours,nmol/24 h,127.0,
8706,120,billion per liter,10/9 l(63%),7.0,
8687,120,billion per liter,10/9 l(56%),7.0,
11283,120,per second,/seconds,147.0,
2685,114,heartbeat,BPM.,34.0,
3795,113,percent,unit%,152.0,
8564,113,billion per liter,10/9 l(22%),7.0,
7329,113,percent,10*-3(%),152.0,
8642,111,billion per liter,10/9 l(36%),7.0,
5721,109,billion per liter,10/9 l(50%),7.0,
8718,107,billion per liter,10/9 l(35%),7.0,
7071,107,billion per liter,10/9 l(16%),7.0,
8599,106,billion per liter,10/9 l(37%),7.0,
8721,105,billion per liter,10/9 l(19%),7.0,
4723,105,billion per liter,10/9 l(67%),7.0,
8601,105,billion per liter,10/9 l(53%),7.0,
4113,104,billion per liter,10/9 l(20%),7.0,
7070,104,billion per liter,10/9 l(13%),7.0,
8656,103,billion per liter,10/9 l(54%),7.0,
1728,103,percent,% of Total Wt,152.0,
8717,102,billion per liter,10/9 l(66%),7.0,
1838,102,percent,% of norm,152.0,
8617,101,billion per liter,10/9 l(52%),7.0,
1602,100,percent,%/10yrs,152.0,
4143,100,billion per liter,10/9 l(17%),7.0,
1416,96,percent,%of best PEFR,152.0,
8673,94,billion per liter,10/9 l(2),7.0,
8658,93,billion per liter,10/9 l(42%),7.0,
13761,93,score,/27 score,167.0,
8586,92,billion per liter,10/9 l(38%),7.0,
8610,90,billion per liter,10/9 l(47%),7.0,
8006,89,percent,% in 10years,152.0,
8683,87,billion per liter,10/9 l(44%),7.0,
2207,87,percent,% binding,152.0,
3807,85,percent,RBC's %,152.0,
8722,85,billion per liter,10/9 l(51%),7.0,
4171,85,day per week,days wk/sch lost in last 4 weeks,19.0,
8671,84,billion per liter,10/9 l(41%),7.0,
4126,84,billion per liter,10/9 l(72%),7.0,
12131,84,percent,1%,152.0,
7084,83,billion per liter,10/9 l(15%),7.0,
3908,83,score,/09,167.0,
8631,82,billion per liter,10/9 l(40%),7.0,
8626,82,billion per liter,10/9 l(39%),7.0,
4322,81,millimole per liter,MMOL\L,101.0,
967,81,percent,10*-3%,152.0,
7079,79,billion per liter,10/9 l(70%),7.0,
8646,79,billion per liter,10/9 l(48%),7.0,
8680,79,billion per liter,10/9 l(49%),7.0,
3443,78,percent,O/E-height > 20% below average,152.0,
8637,78,billion per liter,10/9 l(43%),7.0,
7072,78,billion per liter,10/9 l(73%),7.0,
4109,77,billion per liter,10/9 l(45%),7.0,
